,ISUS11,GOVE11,REVE11,BOVA11
2025-11-15,-0.012853827600137925,-0.08831696102877698,-0.05957780424138887,0.00021625628821008526
2025-11-17,-0.010724201502927608,-0.07368457985142465,-0.04970693537073529,0.00018042688008475052
2025-11-18,-0.0004464180355114662,-0.1494194737429257,-0.04175942045896395,0.00015157888715855287
2025-11-19,-0.00037714978390305197,-0.11732239703831186,-0.035279838960741126,0.00012805921801661835
2025-11-21,-0.00031305469999124005,-0.09738392907716222,-0.029284172689419113,0.00010629607065507549
2025-11-24,0.004363937961268744,-0.07743695140137946,-0.02328594747479696,8.452363480788137e-05
2025-11-25,0.0035327353295480663,-0.13429616864557425,-0.018850655086375047,6.842435284776784e-05
2025-11-26,0.002898551263095575,-0.11018779867279872,-0.015466652611584496,5.6141056680509045e-05
2025-11-27,-0.007422261087363594,-0.07715011323952134,-0.012822518099595864,4.654334286121377e-05
2025-11-28,-0.007909744394456707,-0.06448639322883391,-0.02324541203003747,-0.018318691890477055
2025-12-01,-0.006333898254670447,-0.06596369253536939,-0.018614264550613557,-0.024836791874084378
2025-12-02,-0.03335477444821709,-0.10056961000205163,-0.015147669043945948,-0.020211354705904582
2025-12-03,-0.05197001731241107,-0.07268375017765706,-0.012478248911734359,-0.016649579161780566
2025-12-04,-0.12500747110451105,-0.048435066047173715,-0.010377517227020194,-0.013846597851685207
2025-12-05,-0.10475032269171902,-0.18257133472627768,-0.00869586648433536,-0.011602791259842935
2025-12-06,-0.09312015812604167,-0.153920081436226,-0.00733120826133063,-0.009781944018101701
2025-12-08,-0.12476551765946435,-0.127515161398004,-0.006073542814965895,-0.012541895597629625
2025-12-09,-0.10422673478775026,-0.10652373474473982,-0.005073721875023832,-0.023221950128570475
2025-12-10,-0.08130034875710242,-0.08958367280503805,-0.0042668672990583785,-0.026260347689289833
2025-12-11,-0.07501099313347541,-0.06662957316879833,-0.003607816297123661,-0.022204231751585413
2025-12-12,-0.029975609116092733,-0.006968454922054154,-0.0030641569130342985,-0.024806757335285007
2025-12-15,-0.015093271162414103,-0.0056727791296786794,-0.002494424600682885,-0.02019432669948678
2025-12-16,-0.011353001387743051,-0.11756142359428869,-0.002055422202833788,-0.05731740147202072
2025-12-17,-0.01626823815867864,-0.1912238496804875,-0.0017097694212801786,-0.09014340149863317
2025-12-18,-0.043791039420798594,-0.16026506666700413,-0.0014329609551555513,-0.0776579329419556
2025-12-19,-0.036924172997947126,-0.1689219264226956,0.12632592020205263,-0.07311591240375477
2025-12-20,-0.0312882987461779,-0.14313874271434676,0.10704432380617983,-0.06195595797136043
2025-12-21,-0.026620860265914915,-0.20338424889283938,0.09107596451378693,-0.1343119229676438
2025-12-22,-0.01620370942951649,-0.07564374175511271,0.08194636860647582,-0.10253522212390524
2025-12-23,-0.016797339864121606,-0.06476111844041084,0.07015700651438032,-0.21762937439249608
2025-12-24,-0.01441510581575931,-0.055576560492143254,0.0602071923770409,-0.18676471904852915
2025-12-25,-0.012395710510026095,-0.06469138890393379,0.05177283724905749,-0.16060106810183533
